DEPTH,DTCO,ECGR,HART,PEFZ,RHOZ,TNPH,Gelogical layer
2471.623,110.883,81.809,0.739,3.605,2.354,0.291,3
2471.776,111.057,82.739,0.696,3.565,2.355,0.308,3
2471.928,112.164,83.295,0.707,3.582,2.353,0.325,3
2472.08,112.185,82.348,0.704,3.636,2.351,0.324,3
2472.233,109.973,81.821,0.698,3.675,2.345,0.324,3
2472.385,110.163,81.934,0.699,3.668,2.343,0.314,3
2472.538,110.105,81.648,0.733,3.638,2.349,0.284,3
2472.69,109.634,74.722,0.741,3.647,2.355,0.269,3
2472.842,108.617,72.231,0.724,3.652,2.353,0.287,3
2472.995,109.726,70.9,0.714,3.611,2.355,0.294,3
2473.147,109.433,70.364,0.73,3.557,2.363,0.289,3
2473.3,109.597,70.971,0.782,3.536,2.376,0.277,3
2473.452,110.41,73.544,0.764,3.602,2.377,0.274,3
2473.604,111.491,76.768,0.711,3.652,2.378,0.277,3
2473.757,111.323,75.673,0.694,3.649,2.383,0.276,3
2473.909,111.069,74.351,0.715,3.641,2.389,0.279,3
2474.062,108.86,73.388,0.739,3.673,2.385,0.281,3
2474.214,107.522,68.006,0.753,3.707,2.375,0.276,3
2474.366,107.994,69.112,0.756,3.686,2.375,0.27,3
2474.519,105.62,70.332,0.791,3.648,2.381,0.26,3
2474.671,105.16,70.911,0.809,3.659,2.386,0.256,3
2474.824,105.568,71.523,0.836,3.72,2.388,0.251,3
2474.976,105.593,71.217,0.832,3.795,2.389,0.244,3
2475.128,106.069,70.644,0.794,3.816,2.393,0.245,3
2475.281,109.303,73.807,0.736,3.779,2.393,0.266,3
2475.433,109.965,71.265,0.707,3.69,2.388,0.273,3
2475.586,108.582,68.826,0.69,3.619,2.378,0.267,3
2475.738,109.383,67.62,0.718,3.595,2.372,0.26,3
2475.89,108.26,71.761,0.754,3.629,2.368,0.253,3
2476.043,106.707,71.083,0.782,3.632,2.374,0.266,3
2476.195,107.038,70.644,0.791,3.604,2.381,0.276,3
2476.348,106.927,70.35,0.786,3.547,2.388,0.276,3
2476.5,107.62,70.767,0.783,3.541,2.387,0.272,3
2476.652,108.093,70.808,0.763,3.561,2.385,0.266,3
2476.805,108.655,67.482,0.747,3.579,2.381,0.26,3
2476.957,108.484,65.488,0.732,3.574,2.377,0.252,3
2477.11,108.914,68.493,0.708,3.577,2.373,0.251,3
2477.262,109.662,69.619,0.715,3.595,2.371,0.262,3
2477.414,109.106,68.572,0.745,3.614,2.376,0.258,3
2477.567,109.349,66.743,0.798,3.622,2.385,0.254,3
2477.719,109.802,68.879,0.799,3.639,2.393,0.277,3
2477.872,110.028,70.681,0.761,3.708,2.389,0.284,3
2478.024,108.5,70.377,0.72,3.811,2.376,0.28,3
2478.176,107.862,70.061,0.709,3.902,2.361,0.273,3
2478.329,107.216,67.256,0.762,3.914,2.359,0.26,3
2478.481,106.571,65.571,0.804,3.895,2.371,0.246,3
2478.634,105.431,64.792,0.807,3.889,2.387,0.255,3
2478.786,103.761,64.908,0.795,3.928,2.395,0.257,3
2478.938,100.813,63.915,0.784,3.951,2.396,0.247,3
2479.091,100.832,66.483,0.834,3.948,2.395,0.238,3
2479.243,104.065,70.485,0.912,3.939,2.401,0.225,3
2479.396,108.262,76.479,0.918,3.94,2.411,0.242,3
2479.548,109.776,77.831,0.818,3.919,2.416,0.252,3
2479.7,110.669,79.841,0.716,3.858,2.412,0.269,3
2479.853,111.164,78.703,0.681,3.787,2.394,0.284,3
2480.005,110.247,74.152,0.713,3.736,2.38,0.304,3
2480.158,109.619,70.525,0.774,3.676,2.384,0.258,3
2480.31,108.782,66.866,0.83,3.661,2.398,0.251,3
2480.462,108.036,69.031,0.842,3.658,2.413,0.253,3
2480.615,108.466,71.506,0.822,3.696,2.409,0.263,3
2480.767,109.441,73.677,0.791,3.691,2.398,0.269,3
2480.92,110.75,73.902,0.733,3.67,2.383,0.271,3
2481.072,110.626,72.019,0.693,3.67,2.371,0.277,3
2481.224,109.493,70.594,0.687,3.69,2.365,0.277,3
2481.377,109.438,70.522,0.692,3.732,2.365,0.269,3
2481.529,108.972,71.2,0.716,3.768,2.372,0.259,3
2481.682,108.266,71.769,0.759,3.785,2.384,0.243,3
2481.834,107.8,72.152,0.798,3.759,2.397,0.252,3
2481.986,107.715,75.732,0.799,3.73,2.401,0.266,3
2482.139,107.992,74.223,0.743,3.724,2.404,0.285,3
2482.291,107.929,72.373,0.72,3.799,2.402,0.286,3
2482.444,107.527,72.029,0.746,3.891,2.403,0.29,3
2482.596,106.607,70.446,0.774,3.941,2.405,0.281,3
2482.748,104.039,67.185,0.795,3.928,2.414,0.267,3
2482.901,103.859,65.261,0.842,3.904,2.423,0.26,3
2483.053,106.246,66.009,0.847,3.9,2.424,0.257,3
2483.206,105.511,67.618,0.829,3.886,2.417,0.245,3
2483.358,106.512,69.359,0.804,3.838,2.411,0.239,3
2483.51,104.896,68.525,0.843,3.748,2.416,0.238,3
2483.663,104.539,65.519,0.853,3.655,2.424,0.231,3
2483.815,104.755,64.598,0.818,3.648,2.421,0.252,3
2483.968,104.337,62.894,0.866,3.704,2.414,0.252,3
2484.12,103.549,61.518,0.932,3.756,2.412,0.237,3
2484.272,103.357,64.939,0.94,3.757,2.413,0.23,3
2484.425,103.769,65.009,0.858,3.733,2.408,0.246,3
2484.577,104.732,65.67,0.843,3.733,2.398,0.252,3
2484.73,103.771,64.044,0.854,3.734,2.394,0.26,3
2484.882,103.721,64.508,0.875,3.728,2.399,0.259,3
2485.034,104.045,64.559,0.862,3.694,2.409,0.256,3
2485.187,104.115,64.636,0.861,3.64,2.417,0.253,3
2485.339,104.002,64.707,0.853,3.638,2.416,0.246,3
2485.492,103.631,64.796,0.858,3.671,2.414,0.247,3
2485.644,103.941,66.269,0.855,3.684,2.418,0.248,3
2485.796,104.406,68.132,0.863,3.692,2.421,0.261,3
2485.949,105.947,70.514,0.836,3.727,2.416,0.29,3
2486.101,107.242,75.016,0.799,3.796,2.402,0.309,3
2486.254,107.504,76.458,0.759,3.824,2.394,0.295,3
2486.406,108.297,77.583,0.736,3.82,2.389,0.29,3
2486.558,109.631,75.582,0.717,3.784,2.385,0.298,3
2486.711,109.209,75.526,0.706,3.728,2.386,0.304,3
2486.863,109.206,75.742,0.711,3.647,2.394,0.316,3
2487.016,108.776,75.934,0.724,3.608,2.397,0.3,3
2487.168,108.124,76.157,0.732,3.638,2.392,0.282,3
2487.32,109.448,77.934,0.755,3.718,2.384,0.272,3
2487.473,110.224,76.81,0.75,3.776,2.38,0.27,3
2487.625,110.3,73.508,0.733,3.802,2.376,0.3,3
2487.778,111.076,75.358,0.745,3.796,2.373,0.301,3
2487.93,111.227,76.27,0.762,3.774,2.378,0.284,3
2488.082,110.8,76.155,0.759,3.737,2.387,0.266,3
2488.235,110.633,76.183,0.751,3.748,2.388,0.265,3
2488.387,108.216,76.811,0.76,3.784,2.384,0.261,3
2488.54,107.71,75.948,0.778,3.818,2.388,0.261,3
2488.692,107.315,73.278,0.812,3.842,2.395,0.263,3
2488.844,107.469,71.303,0.812,3.867,2.401,0.266,3
2488.997,107.997,75.192,0.777,3.884,2.394,0.277,3
2489.149,107.887,75.085,0.749,3.838,2.39,0.295,3
2489.302,107.296,72.26,0.742,3.77,2.394,0.292,3
2489.454,107.282,69.557,0.758,3.77,2.402,0.256,3
2489.606,106.829,68.581,0.816,3.809,2.418,0.259,3
2489.759,106.578,68.811,0.851,3.875,2.424,0.257,3
2489.911,106.862,69.609,0.797,3.878,2.42,0.269,3
2490.064,106.882,69.796,0.756,3.844,2.407,0.257,3
2490.216,106.849,70.451,0.735,3.816,2.4,0.245,3
2490.368,107.09,68.537,0.794,3.85,2.41,0.237,3
2490.521,106.734,67.751,0.819,3.911,2.424,0.23,3
2490.673,106.466,74.915,0.794,3.952,2.427,0.24,3
2490.826,106.066,73.405,0.752,3.914,2.418,0.261,3
2490.978,106.591,69.218,0.762,3.874,2.403,0.266,3
2491.13,106.408,63.921,0.821,3.849,2.4,0.255,3
2491.283,106.509,57.227,0.897,3.881,2.407,0.242,3
2491.435,106.385,65.494,0.834,3.927,2.42,0.243,3
2491.588,107.108,66.998,0.755,3.941,2.426,0.252,3
2491.74,107.95,68.363,0.733,3.913,2.419,0.269,3
2491.892,108.639,69.095,0.738,3.887,2.404,0.266,3
2492.045,108.986,69.857,0.748,3.87,2.397,0.261,3
2492.197,109.071,66.834,0.777,3.87,2.395,0.248,3
2492.35,108.901,70.775,0.782,3.85,2.401,0.26,3
2492.502,110.087,72.889,0.782,3.849,2.398,0.273,3
2492.654,110.467,76.512,0.763,3.846,2.393,0.286,3
2492.807,110.816,74.828,0.735,3.854,2.385,0.299,3
2492.959,110.443,70.932,0.722,3.853,2.379,0.309,3
2493.112,110.123,65.975,0.718,3.837,2.38,0.28,3
2493.264,109.322,63.096,0.755,3.822,2.385,0.276,3
2493.416,108.677,70.763,0.809,3.816,2.399,0.277,3
2493.569,108.865,73.162,0.833,3.837,2.411,0.273,3
2493.721,108.328,75.566,0.802,3.837,2.42,0.277,3
2493.874,107.827,74.938,0.763,3.814,2.417,0.287,3
2494.026,104.816,74.322,0.748,3.807,2.415,0.275,3
2494.178,105.081,68.727,0.747,3.865,2.417,0.262,3
2494.331,105.604,67.753,0.826,3.928,2.43,0.243,3
2494.483,106.186,72.546,0.92,3.98,2.436,0.229,3
2494.636,106.967,73.604,0.93,3.962,2.426,0.245,3
2494.788,110.532,76.432,0.837,3.897,2.408,0.254,3
2494.94,110.937,75.289,0.742,3.827,2.396,0.268,3
2495.093,110.455,71.012,0.744,3.825,2.392,0.281,3
2495.245,110.237,68.802,0.79,3.854,2.389,0.285,3
2495.398,108.746,68.61,0.799,3.848,2.386,0.284,3
2495.55,108.481,68.635,0.757,3.787,2.381,0.282,3
2495.702,108.426,68.663,0.727,3.715,2.378,0.282,3
2495.855,107.858,68.895,0.73,3.678,2.381,0.281,3
2496.007,107.366,67.474,0.758,3.668,2.391,0.259,3
2496.16,109.101,67.355,0.803,3.702,2.397,0.251,3
2496.312,109.478,67.432,0.817,3.732,2.398,0.25,3
2496.464,109.6,72.374,0.813,3.73,2.396,0.258,3
2496.617,110.072,75.02,0.776,3.699,2.392,0.274,3
2496.769,110.948,75.509,0.749,3.675,2.386,0.289,3
2496.922,111.693,75.442,0.724,3.68,2.379,0.285,3
2497.074,110.73,73.64,0.722,3.7,2.382,0.285,3
2497.226,110.333,72.519,0.731,3.731,2.388,0.284,3
2497.379,109.353,70.027,0.744,3.766,2.39,0.278,3
2497.531,108.635,67.701,0.754,3.808,2.387,0.273,3
2497.684,105.643,66.275,0.777,3.809,2.387,0.259,3
2497.836,105.159,65.761,0.792,3.797,2.388,0.237,3
2497.988,106.589,66.152,0.848,3.805,2.387,0.24,3
2498.141,107.222,67.195,0.845,3.795,2.389,0.254,3
2498.293,108.347,68.658,0.818,3.758,2.392,0.276,3
2498.446,110.486,69.987,0.792,3.654,2.398,0.268,3
2498.598,109.169,72.386,0.767,3.579,2.396,0.273,3
2498.75,108.051,71.868,0.74,3.546,2.391,0.285,3
2498.903,106.789,69.777,0.709,3.583,2.386,0.271,3
2499.055,107.868,66.561,0.748,3.666,2.386,0.261,3
2499.208,105.697,64.342,0.822,3.735,2.394,0.253,3
2499.36,105.884,63.62,0.882,3.753,2.405,0.257,3
2499.512,106.404,66.224,0.854,3.75,2.408,0.27,3
2499.665,110.415,68.471,0.769,3.722,2.402,0.286,3
2499.817,112.073,70.757,0.724,3.715,2.385,0.295,3
2499.97,111.837,71.107,0.704,3.693,2.374,0.271,3
2500.122,112.31,71.236,0.691,3.681,2.375,0.265,3
2500.274,111.809,73.19,0.693,3.656,2.386,0.273,3
2500.427,111.078,68.668,0.714,3.634,2.398,0.276,3
2500.579,110.345,68.767,0.746,3.614,2.401,0.272,3
2500.732,108.852,70.59,0.763,3.601,2.394,0.269,3
2500.884,108.141,70.08,0.774,3.575,2.387,0.26,3
2501.036,107.551,67.252,0.794,3.57,2.387,0.25,3
2501.189,105.404,66.289,0.84,3.583,2.398,0.243,3
2501.341,104.707,64.362,0.862,3.643,2.412,0.24,3
2501.494,105.057,66.126,0.863,3.709,2.421,0.255,3
2501.646,105.637,67.725,0.845,3.767,2.423,0.267,3
2501.798,107.523,68.299,0.831,3.78,2.422,0.275,3
2501.951,108.167,68.408,0.78,3.768,2.415,0.285,3
2502.103,108.463,65.143,0.751,3.748,2.403,0.288,3
2502.256,108.285,63.59,0.748,3.723,2.395,0.264,3
2502.408,107.59,64.45,0.784,3.723,2.392,0.259,3
2502.56,107.069,63.707,0.825,3.735,2.401,0.25,3
2502.713,106.083,64.271,0.849,3.74,2.41,0.245,3
2502.865,105.605,65.728,0.851,3.705,2.415,0.244,3
2503.018,106.671,69.013,0.823,3.682,2.411,0.246,3
2503.17,107.598,72.196,0.796,3.694,2.4,0.254,3
2503.322,108.751,73.157,0.775,3.725,2.392,0.261,3
2503.475,109.144,72.581,0.758,3.724,2.392,0.27,3
2503.627,108.784,67.705,0.751,3.716,2.395,0.272,3
2503.78,108.018,64.635,0.757,3.684,2.398,0.262,3
2503.932,106.379,63.474,0.786,3.674,2.395,0.26,3
2504.084,105.696,64.808,0.849,3.695,2.399,0.245,3
2504.237,106.15,64.714,0.921,3.758,2.404,0.257,3
2504.389,107.427,67.901,0.902,3.794,2.409,0.253,3
2504.542,108.842,71.085,0.835,3.769,2.402,0.262,3
2504.694,109.787,73.008,0.782,3.707,2.389,0.282,3
2504.846,110.093,73.255,0.765,3.641,2.38,0.303,3
2504.999,110.117,70.449,0.749,3.59,2.378,0.301,3
2505.151,110.015,66.796,0.744,3.56,2.382,0.289,3
2505.304,108.728,62.279,0.773,3.557,2.388,0.266,3
2505.456,105.808,59.557,0.823,3.611,2.394,0.24,3
2505.608,103.195,58.759,0.879,3.685,2.397,0.234,3
2505.761,102.841,59.835,1.056,3.774,2.407,0.226,3
2505.913,103.79,62.425,1.113,3.812,2.423,0.23,3
2506.066,108.15,72.424,1.003,3.796,2.427,0.262,3
2506.218,111.364,82.81,0.895,3.759,2.411,0.309,3
2506.37,112.376,86.054,0.74,3.728,2.391,0.332,3
2506.523,112.779,85.095,0.692,3.722,2.38,0.328,3
2506.675,112.736,78.791,0.677,3.677,2.377,0.324,3
2506.828,111.523,74.053,0.689,3.605,2.378,0.304,3
2506.98,109.818,68.459,0.707,3.555,2.382,0.27,3
2507.132,108.958,65.826,0.73,3.561,2.387,0.259,3
2507.285,108.999,63.959,0.784,3.602,2.391,0.248,3
2507.437,109.069,66.167,0.823,3.63,2.398,0.243,3
2507.59,108.383,70.233,0.822,3.639,2.404,0.243,3
2507.742,108.472,76.454,0.812,3.645,2.406,0.244,3
2507.894,108.812,76.081,0.795,3.667,2.402,0.249,3
2508.047,109.3,74.7,0.781,3.704,2.397,0.249,3
2508.199,108.88,73.51,0.783,3.739,2.396,0.256,3
2508.352,106.762,72.171,0.803,3.796,2.397,0.259,3
2508.504,106.007,65.172,0.839,3.837,2.403,0.255,3
2508.656,105.543,65.905,0.898,3.852,2.412,0.246,3
2508.809,105.763,66.265,0.907,3.817,2.419,0.254,3
2508.961,108.882,66.804,0.877,3.761,2.418,0.259,3
2509.114,109.555,67.935,0.836,3.717,2.41,0.266,3
2509.266,107.602,67.499,0.809,3.682,2.405,0.273,3
2509.418,109.495,72.589,0.79,3.677,2.401,0.276,3
2509.571,110.031,74.559,0.784,3.69,2.397,0.273,3
2509.723,110.464,75.607,0.779,3.696,2.388,0.27,3
2509.876,110.312,75.28,0.769,3.666,2.386,0.272,3
2510.028,108.921,70.054,0.761,3.626,2.383,0.276,3
2510.18,108.148,68.836,0.751,3.622,2.383,0.288,3
2510.333,107.691,68.871,0.757,3.698,2.386,0.269,3
2510.485,107.523,68.302,0.787,3.814,2.398,0.266,3
2510.638,106.957,67.554,0.831,3.933,2.414,0.268,3
2510.79,106.467,69.824,0.86,3.957,2.416,0.273,3
2510.942,107.063,75.773,0.838,3.932,2.406,0.292,3
2511.095,107.744,82.839,0.785,3.869,2.394,0.286,3
2511.247,108.008,81.041,0.771,3.808,2.397,0.278,3
2511.4,107.903,73.625,0.768,3.772,2.406,0.272,3
2511.552,106.818,65.518,0.764,3.807,2.408,0.263,3
2511.704,105.351,58.783,0.775,3.919,2.408,0.236,3
2511.857,103.713,57.811,0.883,4.03,2.418,0.205,3
2512.009,102.792,58.601,1.013,4.069,2.439,0.218,3
2512.162,103.244,64.6,0.993,4.043,2.45,0.234,3
2512.314,104.238,67.023,0.941,3.968,2.445,0.257,3
2512.466,105.349,68.078,0.882,3.893,2.428,0.282,3
2512.619,105.718,67.329,0.86,3.837,2.407,0.296,3
2512.771,105.238,64.977,0.833,3.819,2.396,0.276,3
2512.924,104.422,60.863,0.823,3.872,2.401,0.237,3
2513.076,104.463,62.469,0.951,3.975,2.417,0.227,3
2513.228,105.162,63.616,1.017,4.058,2.43,0.226,3
2513.381,105.701,72.666,0.928,4.018,2.428,0.251,3
2513.533,105.582,77.1,0.8,3.897,2.415,0.253,3
2513.686,105.522,76.202,0.755,3.816,2.399,0.271,3
2513.838,106.092,69.7,0.794,3.792,2.399,0.276,3
2513.99,106.441,70.586,0.898,3.801,2.409,0.287,3
2514.143,106.64,72.442,0.938,3.745,2.42,0.293,3
2514.295,106.838,73.789,0.885,3.696,2.414,0.29,3
2514.448,106.845,72.55,0.793,3.652,2.406,0.29,3
2514.6,105.909,68.168,0.776,3.701,2.401,0.28,3
2514.752,103.073,65.865,0.808,3.783,2.405,0.257,3
2514.905,104.319,63.717,0.876,3.879,2.409,0.253,3
2515.057,104.515,63.165,0.921,3.899,2.411,0.255,3
2515.21,105.32,67.449,0.911,3.855,2.412,0.268,3
2515.362,105.636,70.376,0.882,3.803,2.407,0.261,3
2515.514,107.014,71.231,0.883,3.765,2.4,0.262,3
2515.667,107.928,72.25,0.861,3.719,2.389,0.271,3
2515.819,109.021,72.215,0.812,3.648,2.376,0.268,3
2515.972,109.357,68.951,0.774,3.595,2.362,0.268,3
2516.124,109.204,70.859,0.766,3.588,2.355,0.271,3
2516.276,109.623,72.337,0.765,3.604,2.353,0.275,3
2516.429,109.845,72.235,0.762,3.62,2.357,0.279,3
2516.581,109.377,69.636,0.77,3.65,2.361,0.286,3
2516.734,108.409,68.307,0.799,3.677,2.369,0.283,3
2516.886,108.453,68.036,0.813,3.671,2.381,0.274,3
2517.038,108.902,71.813,0.805,3.638,2.386,0.282,3
2517.191,109.401,74.629,0.79,3.623,2.382,0.291,3
2517.343,109.805,77.838,0.786,3.658,2.371,0.295,3
2517.496,110.005,74.193,0.77,3.682,2.365,0.298,3
2517.648,109.561,68.492,0.754,3.649,2.364,0.289,3
2517.8,109.189,65.514,0.752,3.585,2.366,0.278,3
2517.953,108.459,63.991,0.762,3.557,2.367,0.271,3
2518.105,107.382,59.607,0.796,3.595,2.368,0.264,3
2518.258,106.816,61.406,0.84,3.64,2.366,0.257,3
2518.41,107.035,59.638,0.868,3.65,2.367,0.252,3
2518.562,107.661,60.442,0.852,3.604,2.368,0.255,3
2518.715,109.04,62.344,0.798,3.551,2.37,0.263,3
2518.867,109.163,68.954,0.77,3.521,2.372,0.269,3
2519.02,109.495,70.955,0.766,3.527,2.375,0.274,3
2519.172,109.722,70.249,0.766,3.544,2.378,0.27,3
2519.324,109.247,69.262,0.768,3.548,2.377,0.272,3
2519.477,108.886,68.757,0.78,3.537,2.369,0.275,3
2519.629,108.753,67.097,0.797,3.519,2.37,0.274,3
2519.782,107.505,64.391,0.803,3.527,2.369,0.263,3
2519.934,107.078,65.846,0.797,3.555,2.375,0.251,3
2520.086,107.329,65.626,0.797,3.597,2.372,0.265,3
2520.239,107.468,66.146,0.796,3.602,2.37,0.291,3
2520.391,108.482,67.53,0.78,3.573,2.367,0.297,3
2520.544,108.373,66.531,0.783,3.548,2.367,0.288,3
2520.696,108.05,65.559,0.8,3.546,2.369,0.266,3
2520.848,108.005,64.701,0.81,3.559,2.367,0.27,3
2521.001,107.708,63.785,0.808,3.572,2.368,0.271,3
2521.153,107.196,62.971,0.804,3.592,2.372,0.267,3
2521.306,106.456,64.727,0.809,3.65,2.379,0.255,3
2521.458,105.674,58.883,0.832,3.723,2.385,0.242,3
2521.61,104.658,55.205,0.861,3.813,2.385,0.242,3
2521.763,104.141,57.729,0.89,3.895,2.384,0.247,3
2521.915,104.601,58.07,0.911,3.947,2.388,0.242,3
2522.068,105.581,59.195,0.91,4.008,2.393,0.249,3
2522.22,106.605,66.338,0.883,4.079,2.4,0.271,3
2522.372,108.119,68.609,0.819,4.191,2.399,0.264,3
2522.525,109.89,70.145,0.77,4.216,2.404,0.266,3
2522.677,110.661,69.658,0.755,4.103,2.399,0.267,3
2522.83,111.029,69.042,0.751,3.906,2.387,0.27,3
2522.982,111.146,71.114,0.733,3.736,2.373,0.283,3
2523.134,110.872,78.365,0.722,3.656,2.368,0.277,3
2523.287,110.479,74.579,0.707,3.612,2.37,0.264,3
2523.439,109.182,67.151,0.724,3.595,2.37,0.28,3
2523.592,107.741,61.742,0.751,3.615,2.376,0.277,3
2523.744,107.497,61.548,0.796,3.658,2.385,0.27,3
2523.896,106.85,65.814,0.848,3.714,2.393,0.257,3
2524.049,107.099,68.872,0.876,3.775,2.387,0.269,3
2524.201,108.035,70.532,0.861,3.807,2.376,0.265,3
2524.354,108.829,71.968,0.818,3.795,2.362,0.267,3
2524.506,109.228,74.048,0.771,3.727,2.355,0.272,3
2524.658,109.781,76.43,0.739,3.674,2.351,0.28,3
2524.811,110.009,73.702,0.73,3.685,2.355,0.286,3
2524.963,109.766,65.983,0.742,3.696,2.369,0.265,3
2525.116,108.222,63.501,0.768,3.721,2.384,0.265,3
2525.268,106.245,60.739,0.799,3.75,2.399,0.257,3
2525.42,105.242,57.049,0.844,3.811,2.408,0.253,3
2525.573,104.833,54.366,0.903,3.873,2.415,0.236,3
2525.725,105.544,57.607,0.931,3.906,2.418,0.248,3
2525.878,106.584,61.015,0.892,3.928,2.41,0.257,3
2526.03,107.924,64.092,0.819,3.887,2.395,0.273,3
2526.182,108.872,66.885,0.767,3.793,2.38,0.284,3
2526.335,109.19,66.76,0.726,3.704,2.366,0.293,3
2526.487,108.517,65.301,0.727,3.659,2.363,0.291,3
2526.64,107.973,62.63,0.751,3.656,2.363,0.268,3
2526.792,106.889,61.433,0.776,3.676,2.37,0.27,3
2526.944,105.333,62.769,0.824,3.714,2.38,0.259,3
2527.097,104.381,61.419,0.872,3.753,2.392,0.25,3
2527.249,103.542,62.945,0.902,3.769,2.401,0.251,3
2527.402,103.958,63,0.906,3.767,2.404,0.249,3
2527.554,104.725,63.989,0.891,3.756,2.402,0.248,3
2527.706,105.267,63.012,0.842,3.74,2.397,0.254,3
2527.859,105.861,63.502,0.814,3.709,2.39,0.261,3
2528.011,105.876,64.456,0.794,3.689,2.381,0.267,3
2528.164,105.586,66.618,0.794,3.675,2.377,0.271,3
2528.316,105.316,68.544,0.808,3.691,2.378,0.273,3
2528.468,105.202,71.313,0.824,3.716,2.383,0.261,3
2528.621,105.157,71.1,0.822,3.726,2.388,0.257,3
2528.773,105.384,70.185,0.822,3.723,2.389,0.249,3
2528.926,104.888,68.609,0.828,3.727,2.392,0.252,3
2529.078,104.86,67.401,0.839,3.744,2.398,0.258,3
2529.23,104.691,65.247,0.838,3.733,2.405,0.276,3
2529.383,103.65,63.405,0.835,3.688,2.401,0.284,3
2529.535,102.716,61.36,0.825,3.629,2.4,0.275,3
2529.688,101.827,61.188,0.859,3.581,2.398,0.256,3
2529.84,100.967,60.867,0.916,3.567,2.404,0.235,3
2529.992,100.435,60.046,0.949,3.589,2.408,0.221,3
2530.145,100.318,58.788,0.934,3.603,2.416,0.217,3
2530.297,100.315,56.598,0.915,3.598,2.417,0.222,3
2530.45,100.38,57.086,0.923,3.578,2.421,0.235,3
2530.602,100.562,59.514,0.953,3.567,2.426,0.24,3
2530.754,100.809,60.228,0.925,3.58,2.427,0.246,3
2530.907,101.524,60.706,0.872,3.633,2.429,0.253,3
2531.059,102.772,60.652,0.835,3.949,2.451,0.265,3
2531.212,103.548,60.629,0.802,4.541,2.516,0.26,3
2531.364,103.607,61.923,0.785,4.888,2.551,0.251,3
2531.516,103.393,64.321,0.783,4.776,2.524,0.247,3
2531.669,102.616,64.768,0.813,4.266,2.452,0.246,3
2531.821,101.567,64.505,0.84,3.942,2.404,0.246,3
2531.974,102.39,63.086,0.854,3.868,2.395,0.246,3
2532.126,100.426,63.499,0.877,3.897,2.401,0.257,3
2532.278,101.89,63.61,0.9,3.931,2.406,0.258,3
2532.431,102.364,64.078,0.889,3.939,2.406,0.26,3
2532.583,103.5,63.121,0.863,3.931,2.398,0.258,3
2532.736,104.645,64.001,0.841,3.891,2.392,0.258,3
2532.888,105.127,64.416,0.823,3.856,2.386,0.266,3
2533.04,104.992,64.222,0.82,3.838,2.387,0.268,3
2533.193,102.431,63.018,0.823,3.843,2.394,0.261,3
2533.345,101.281,61.75,0.838,3.833,2.41,0.251,3
2533.498,100.717,60.387,0.871,3.876,2.419,0.248,3
2533.65,100.178,60.366,0.921,3.957,2.42,0.243,3
2533.802,99.866,60.789,0.949,4.044,2.417,0.234,3
2533.955,99.583,60.573,0.946,4.077,2.42,0.23,3
2534.107,99.392,59.735,0.957,4.086,2.422,0.235,3
2534.26,99.562,57.402,0.967,4.105,2.421,0.227,3
2534.412,99.532,59.477,0.975,4.113,2.422,0.226,3
2534.564,99.364,58.502,0.941,4.078,2.427,0.232,3
2534.717,100.212,59.911,0.91,4.022,2.429,0.247,3
2534.869,101.203,58.034,0.908,3.998,2.425,0.247,3
2535.022,102.58,60.082,0.907,4,2.417,0.253,3
2535.174,104.159,62.4,0.901,4.002,2.412,0.26,3
2535.326,104.071,65.063,0.882,3.971,2.408,0.274,3
2535.479,105.16,66.53,0.843,3.927,2.403,0.265,3
2535.631,105.747,63.821,0.818,3.864,2.398,0.259,3
2535.784,105.645,61.688,0.82,3.822,2.397,0.257,3
2535.936,105.514,58.109,0.856,3.832,2.399,0.255,3
2536.088,105.395,62.256,0.884,3.904,2.401,0.251,3
2536.241,105.197,63.445,0.888,3.934,2.402,0.256,3
2536.393,104.452,66.733,0.863,3.909,2.399,0.253,3
2536.546,104.695,68.315,0.824,3.838,2.391,0.244,3
2536.698,104.402,67.463,0.816,3.804,2.382,0.243,3
2536.85,103.78,59.789,0.831,3.838,2.375,0.245,3
2537.003,102.517,58.331,0.869,3.884,2.381,0.249,3
2537.155,101.595,57.503,0.917,3.954,2.392,0.252,3
2537.308,102.161,57.826,0.966,4.026,2.403,0.257,3
2537.46,102.299,60.931,0.914,4.08,2.408,0.26,3
2537.612,102.854,62.937,0.852,4.062,2.406,0.262,3
2537.765,103.939,64.305,0.818,3.993,2.399,0.277,3
2537.917,104.366,65.941,0.803,3.9,2.393,0.274,3
2538.07,103.238,65.646,0.796,3.864,2.387,0.271,3
2538.222,102.24,62.533,0.865,3.882,2.392,0.248,3
2538.374,102.408,60.931,0.973,3.977,2.403,0.227,3
2538.527,102.677,62.782,0.991,4.088,2.416,0.207,3
2538.679,102.866,64.912,0.922,4.123,2.418,0.234,3
2538.832,106.357,67.158,0.84,4.073,2.408,0.238,3
2538.984,106.071,67.944,0.799,3.952,2.4,0.254,3
2539.136,104.991,65.159,0.788,3.881,2.399,0.263,3
2539.289,104.458,65.027,0.813,3.899,2.405,0.239,3
2539.441,104.486,63.972,0.852,4.005,2.406,0.24,3
2539.594,103.975,62.159,0.857,4.119,2.403,0.246,3
2539.746,102.05,60.918,0.839,4.158,2.404,0.248,3
2539.898,100.932,61.009,0.836,4.145,2.415,0.256,3
2540.051,101.638,62.087,0.901,4.148,2.431,0.25,3
